"","X","Target.Name","Target.Type","Target.ID","Location.ID","Cell.Line","Source.Name","Source.Type","Source.ID","Source.Location","Source.Location.ID","Sign","Connection.Type","Mechanism","Paper.ID","Evidence","Evidence.Score","Match.Score","Kind.Score","Epistemic.Value","Total.Score"
"472",986,"wee1hu","protein","p30291","nan","nan","akt","protein family|protein complex","akt","nan","nan","positive","i","['none']","['pmc3317191']","['ser642 phosphorylation does not affect the kinase activity ; however , it promotes cytoplasmic localization of wee1hu through binding to 14-3-3theta [ xref_bibr ] .']",1,1,40,1,41
"473",987,"wee1hu","protein","p30291","go:0005634","nan","akt","protein family|protein complex","akt","nucleus","go:0005634","positive","d","['phosphorylation']","['pmc3317191']","['akt binds to and phosphorylates wee1hu at ser642 within its c-terminal catalytic domain during late s and g2 phase .']",1,1,40,1,41
"474",158,"brca1","protein","p38398","nan","nan","akt","protein family|protein complex","akt","nan","nan","positive","d","['phosphorylation']","['pmc3317191']","['although akt is able to phosphorylate thr509 of brca1 within the nuclear localization sequences ( nls ) , there is no direct evidence that thr509 phosphorylation is required for cytoplasmic localization of brca1 [ xref_bibr - xref_bibr ] .']",1,1,40,1,41
"475",433,"ikkalpha","protein","o15111","nan","nan","akt","protein family|protein complex","akt","nan","nan","positive","i","['none']","['pmc3291999']","['activated akt induces ikkalpha , another major downstream kinase in the tnfalpha signalling pathway [ xref_bibr ] .']",1,1,40,1,41
"476",710,"parp-1","protein","p09874","nan","nan","akt1","protein","p31749","nan","nan","positive","i","['none']","['pmc4720880']","['as to the apoptosis , akt1 or akt2 silencing only partly decreased the rasfonin activated parp-1 cleavage ( xref_fig ) .']",1,1,40,1,41
"477",711,"parp-1","protein","p09874","nan","nan","akt2","protein","p31751","nan","nan","positive","i","['none']","['pmc4720880']","['as to the apoptosis , akt1 or akt2 silencing only partly decreased the rasfonin activated parp-1 cleavage ( xref_fig ) .']",1,1,40,1,41
"478",422,"hur","protein","q15717","nan","nan","ampk","protein family|protein complex","ampk","nan","nan","positive","d","['phosphorylation']","['pmc2925474']","['the amp activated protein kinase ( ampk ) does not phosphorylate hur directly , but it phosphorylates and enhances the acetylation of importin alpha1 [ xref_bibr ] ; in turn , importin alpha1 favors the nuclear import of hur .']",1,1,40,1,41
"479",379,"gsk-3","protein family|protein complex","gsk3","nan","nan","ampk","protein family|protein complex","ampk","nan","nan","positive","d","['phosphorylation']","['pmc4102778']","['gsk-3 can phosphorylate tsc2 after it has been phosphorylated ( priming phosphorylation ) by ampk .']",1,1,40,1,41
"480",832,"rpa32","protein","p15927","nan","nan","atm","protein","q13315","nan","nan","positive","d","['phosphorylation']","['pmc2954851']","['rpa32 is phosphorylated at t21 and s33 by atm , atr , and dna-pk [ xref_bibr ] .']",1,1,40,1,41
"481",956,"trf2","protein","p62380","sl-0276","nan","atm","protein","q13315","other","sl-0276","positive","d","['phosphorylation']","['pmc4296918']","['in the presence of dna damage , atm and chk2 phosphorylate trf2 , reducing its affinity for telomeres , but whereas atm promotes trf2 relocalization from telomeres to the dna lesion , probably to enhance the protection and repair of the dsb , the functional significance of chk2 phosphorylation of trf2 is unclear .']",1,1,40,1,41
"482",283,"dbc1","protein","o60477","nan","nan","atm","protein","q13315","nan","nan","positive","d","['phosphorylation']","['pmc4245943']","['upon dna damage , dbc1 is phosphorylated by atm and atr on thr454 and this modification increases its inhibitory interaction with sirt1 , leading to p53 acetylation and p53 dependent apoptosis .']",1,1,40,1,41
"483",453,"kap-1","protein","q13263","nan","nan","atm","protein","q13315","nan","nan","positive","d","['phosphorylation']","['pmc4296918']","['to relax chromatin atm phosphorylates kap-1 at ser824 , disrupting the complex between kap-1 and the nucleosome remodeler protein ( chd3 ) and allowing chd3 to be removed or to dissociate from heterochromatin .']",1,1,40,1,41
"484",410,"h2ax","protein","p16104","go:0005813","nan","atm","protein","q13315","other","go:0005813","positive","d","['phosphorylation']","['pmc2954851']","['the histone variant h2ax is phosphorylated by atm , atr , and dna-pk on s139 upon dna damage and this phosphorylated form is also known as gamma-h2ax [ xref_bibr ] .']",1,1,40,1,41
"485",471,"lrp6","protein","o75581","go:0005634","nan","braf","protein","p15056","nucleus","go:0005634","positive","i","['phosphorylation']","['pmc4687460']","['indeed , activation of braf : er fusion protein in iec-6 cells induced lrp6 phosphorylation within 10min and beta-catenin transcriptional activity ( topflash ) within 16-24h without inducing concomitant downregulation of e-cadherin during this time period ( data not shown ) . ++++ again , treatment with mek inhibitors , u0126 or pd184352 , significantly decreased lrp6 phosphorylation induced by oncogenic braf .']",1,1,40,1,41
"486",461,"lc3","protein family|protein complex","map1lc3","nan","nan","braf","protein","p15056","nan","nan","positive","i","['none']","['pmc3154272']","['recent studies could show a positive regulatory role for braf-v600e in melanoma cell autophagy xref_bibr and enhanced lc3 lipid conjugation in the presence of hyper activated braf .']",1,1,40,1,41
"487",876,"satb1","protein","q01826","go:0016605","nan","caspase 6","protein","p55212","other","go:0016605","positive","d","['sumoylation']","['pmc3675137']","['it is reported that satb1 partially co-localizes with pml , and when apoptosis occurs is targeted for the pml body where satb1 is sumoylated and cleaved by caspase 6 xref_bibr .']",1,1,40,1,41
"488",707,"parp","protein family|protein complex","parp","nan","cellosaurus:cvcl_d548","caspase-3","protein","p42574","nan","nan","positive","i","['none']","['pmc4294377']","['of note , noxa knockdown accelerated reduction in cell viability caused by serum starvation , which was largely due to induction of apoptosis as shown by caspase-3 activation and cleavage of its substrate parp .']",1,1,40,1,41
"489",99,"atr","protein","p20848","nan","nan","cdk","protein family|protein complex","cdk","nan","nan","positive","i","['none']","['pmc3330700']","['cdk activity promotes the proper activation of atm and atr in response to dna damage [ xref_bibr , xref_bibr ] .']",1,1,40,1,41
"490",434,"il-12","protein family|protein complex","il12","nan","nan","cdk4","protein","p11802","nan","nan","positive","i","['none']","['pmc3084876']","['despite comparable in vitro differentiation and activation , as determined by cd11c and cd86 expression respectively ( xref_supplementary ) , cdk4 -/- bmdcs produced significantly less il-6 and il-12 compared to wt bmdcs from littermate controls .']",1,1,40,1,41
"491",266,"claspin","protein","q9haw4","nan","nan","chk1","protein","o14757","nan","nan","positive","d","['phosphorylation']","['pmc2954851']","['after dna damage or replication stress claspin is phosphorylated by chk1 , an event that is required for a claspin-chk1 interaction and subsequent full activation of chk1 by atr , in another example of the network nature of the ddr [ xref_bibr - xref_bibr ] .']",1,1,40,1,41
"492",985,"wee1","protein","p30291","go:0005737","nan","chk1","protein","o14757","cytoplasm","go:0005737","positive","i","['none']","['pmc2925474']","['additionally , chk1 activates the kinase wee1 , which is responsible for the inhibitory phosphorylation of cdk1 at y15 [ xref_bibr ] .']",1,1,40,1,41
"493",929,"strap","protein","q8n0z6","go:0005657","cellosaurus:cvcl_c111","chk2","protein","o96017","other","go:0005657","positive","d","['phosphorylation']","['pmc4296918']","['in the second , atm phosphorylates the serine/threonine kinase receptor associated protein strap , a p53 cofactor , promoting its nuclear localization , whereas strap phosphorylation by chk2 augments its stability , inducing a p53 dependent g2/m arrest .']",1,1,40,1,41
"494",694,"p63","protein","q07065","go:0005819","nan","chk2","protein","o96017","other","go:0005819","positive","i","['none']","['pmc4296918']","['moreover , chk2 induces the removal of oocytes with unrepaired meiotic or induced dsbs by activating p53 and p63 .']",1,1,40,1,41
"495",896,"smrt","protein","q9y618","nan","nan","chk2","protein","o96017","nan","nan","positive","d","['phosphorylation']","['pmc3656868']","['although we were not able to demonstrate direct phosphorylation of smrt by chk2 , our data suggest that phosphorylation of smrt occurs after treatment with cddp , which is reduced , but not entirely abolished , by chk2 sirna ( data not shown ) .']",1,1,40,1,41
"496",955,"trf1","protein","p54274","sl-0276","uaz:cvcl_9115","chk2","protein","o96017","other","sl-0276","positive","i","['none']","['pmc4331747']","['we found that chk2 deficiency partially rescues both terc deficiency in early generations and trf1 deficiency associated phenotypes , thus demonstrating a role for chk2 in signaling telomere dysfunction in vivo . ++++ the findings described here indicate that chk2 abrogation can partially rescue both survival and some of the phenotypes associated to both terc and trf1 deficiencies , revealing a potential for chk2 inhibition in ameliorating phenotypes associated to both critically short telomeres and severe telomere dysfunction . ++++ to further investigate how chk2 deficiency could rescue both the severity of the skin pathologies and survival of trf1 delta and delta k5cre chk2 -/- mice compared to trf1 delta and delta k5cre littermates , we first set to quantify dna damage in the skin of these mice by determining the number of cells showing dna damage foci as indicated by staining with gammah2ax and 53bp1 . ++++ interestingly , chk2 deficiency significantly rescued the survival of trf1 delta and delta k5cre mice , with one doubly deficient mice surviving for as long as 1 year of age compared to a maximum survival of 4 days for single trf1 deficient littermates . ++++ chk2 deficiency rescues mouse survival and degenerative pathologies in trf1 deficient mice .']",1,1,40,1,41
"497",957,"trf2","protein","p62380","sl-0276","nan","chk2","protein","o96017","other","sl-0276","positive","d","['phosphorylation']","['pmc4296918']","['at the same time , chk2 phosphorylates trf2 during s phase , to dissociate trf2 from orip and stabilize episomal dna by an undefined mechanism . ++++ in the presence of dna damage , atm and chk2 phosphorylate trf2 , reducing its affinity for telomeres , but whereas atm promotes trf2 relocalization from telomeres to the dna lesion , probably to enhance the protection and repair of the dsb , the functional significance of chk2 phosphorylation of trf2 is unclear . ++++ in the presence of dna damage , atm and chk2 phosphorylate trf2 , reducing its affinity for telomeres , but whereas atm promotes trf2 relocalization from telomeres to the dna lesion , probably to enhance the protection and repair of the dsb , the functional significance of chk2 phosphorylation of trf2 is unclear .']",1,1,40,1,41
"498",205,"cdc25c","protein","p30307","go:0005737","nan","chk2","protein","o96017","cytoplasm","go:0005737","positive","d","['phosphorylation']","['pmc4296918']","['in this case , chk2 phosphorylates cdc25c , which results in the translocation of this phosphatase to the cytoplasm , through an interaction with 14-3-3 proteins .']",1,1,40,1,41
"499",203,"cdc25a","protein","p30304","nan","nan","chk2","protein","o96017","nan","nan","positive","i","['none']","['pmc4296918']","['a possible influence of estrogen on chk2 function is intriguing and can be ascribed to the activity of the estrogen receptor on the chk2 target cdc25a or to an interaction between the estrogen receptor and one of the proteins regulated by chk2 or chk2 itself .']",1,1,40,1,41
"500",201,"ccar2","protein","q8n163","nan","cellosaurus:cvcl_0042","chk2","protein","o96017","nan","nan","positive","i","['none']","['pmc4627348']","['the ccar2 dependent failure of dna repair is caused by defective chk2 activity .']",1,1,40,1,41
"501",160,"brca1","protein","p38398","nan","nan","chk2","protein","o96017","nan","nan","positive","d","['phosphorylation']","['pmc2954851']","['the effector kinase chk2 can phosphorylate brca1 on s988 in response to ir [ xref_bibr - xref_bibr ] but the functional consequences are still not clear .']",1,1,40,1,41
"502",423,"hur","protein","q15717","nan","nan","chk2","protein","o96017","nan","nan","positive","d","['phosphorylation']","['pmc2925474']","['although details of this process await further analysis , chk2 phosphorylation of hur appeared to block hur proteolysis mediated by ubiquitination at hur residue k182 [ xref_bibr ] . ++++ unexpectedly , hur phosphorylation by chk2 in response to heat shock helped to prevent its degradation in this stress paradigm [ xref_bibr ] . ++++ in addition , since chk2 phosphorylates hur , and chk2 mutations influence chk2 function , it is important to study in detail the influence of chk2 upon hur function on target mrnas , just as was done forsirt1 mrna [ xref_bibr ] . ++++ hur phosphorylation by chk2 triggered the dissociation of the mrna encoding the longevity and stress response protein sirt1 from hur ribonucleoprotein ( rnp ) complexes ; this dissociation rendered the sirt1 mrna unstable and triggered a decrease in the abundance of sirt1 mrna and protein . ++++ further work is also necessary to investigate how other hur target mrnas are regulated following hur phosphorylation by chk2 .']",1,1,40,1,41
"503",455,"kap1","protein","q13263","nan","nan","chk2","protein","o96017","nan","nan","positive","d","['phosphorylation']","['pmc4627348']","['in particular , chk2 phosphorylates kap1 on ser473 decreasing the interaction between kap1 and hp1 proteins : this post translational modification promotes hp1beta mobilization and the reorganization of chromatin structure favoring the repair of dna breaks inside heterochromatin [ xref_bibr , xref_bibr ] .']",1,1,40,1,41
"504",454,"kap-1","protein","q13263","nan","nan","chk2","protein","o96017","nan","nan","positive","d","['phosphorylation']","['pmc4296918']","['then , chk2 phosphorylates kap-1 on ser473 , which compromises the kap-1 and hp1-beta interaction on chromatin , leading to hp1-beta mobilization .']",1,1,40,1,41
"505",428,"hur","protein","q15717","go:0031012","cellosaurus:cvcl_0579","chk2","protein","o96017","other","go:0031012","positive","i","['phosphorylation']","['pmc4296918']","['in this case , hur phosphorylation by chk2 helped implement appropriate gene expression patterns that enhanced the survival of cells with damaged dna . ++++ furthermore , chk2 can induce apoptosis by phosphorylating hu-antigen r ( hur ) , a protein involved in binding and stabilizing mrnas . ++++ in human wi-38 fibroblast cells subjected to oxidative stress , chk2 phosphorylated hur , thereby triggering the dissociation of hur from the mrna encoding nad + dependent protein deacetylase sirtuin 1 ( sirt1 ) , which is involved in the promotion of cell survival upon stress .']",1,1,40,1,41
"506",558,"nanog","protein","q9h9s0","go:0005737","nan","egfr","protein","p00533","cytoplasm","go:0005737","positive","i","['transcription']","['pmc3537888']","['thus in the presence of pdgfr inhibitor-iv , basal egfr signaling ( cabl independent in the presence of this inhibitor ) contributes to msc rounding , increased nuclear stat3 ( y705 ) , and increased oct4 and nanog expression .']",1,1,40,1,41
"507",748,"pka","protein family|protein complex","pka","nan","nan","egfr","protein","p00533","nan","nan","positive","d","['phosphorylation']","['pmc3709701']","['protein-serine and threonine kinases as well as tyrosine kinases contain one or two phosphorylation sites in their own activation segment , most of which are autophosphorylation sites ( e.g. , pka , src ) and/or kinase activating phosphorylation sites ( in some cases , they are phosphorylated by other kinases , e.g. , egfr , erk and mapk ) [ xref_bibr , xref_bibr ] .']",1,1,40,1,41
"508",0,"10/4/17 0:00","protein","q01860","go:0005737","nan","egfr","protein","p00533","cytoplasm","go:0005737","positive","i","['transcription']","['pmc3537888']","['thus in the presence of pdgfr inhibitor-iv , basal egfr signaling ( cabl independent in the presence of this inhibitor ) contributes to msc rounding , increased nuclear stat3 ( y705 ) , and increased oct4 and nanog expression .']",1,1,40,1,41
"509",975,"uvrag","protein","q9p2y5","go:0005764","cellosaurus:cvcl_0042","egfr","protein","p00533","other","go:0005764","positive","i","['none']","['pmc4585463']","['this is supported by the fact that lysosomes are still acidified in uvrag phospho-mutant cells ( fig xref_fig ) .']",1,1,40,1,41
"510",377,"grb2-associated binder 1","protein","q13480","go:0005886","cellosaurus:cvcl_3772","egfr-","protein","p00533","plasma membrane","go:0005886","positive","i","['phosphorylation']","['pmc2683723']","['likewise , the pi3k and akt pathway is activated by ir via either direct or irs mediated recruitment of pi3k , whereas egfr mediated pi3k activation occurs mainly via a more intricate route that involves egfr- and src induced phosphorylation of the grb2 associated binder 1 ( gab1 ) . ++++ the lack of gab1 phosphorylation by egfr leads to phospho-erk changes that are qualitatively similar to the changes induced by the lack of gab1-pip 3 binding ( xref_supplementary ) , whereas the effects of irs depletion are qualitatively similar to the effects of disruption of irs-shp2 interactions ( xref_supplementary ) .']",1,1,40,1,41
"511",516,"mnk1","protein","q9bub5","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['none']","['pmc3291999']","['in addition , the erk activated protein kinases mnk1 and mnk2 ( mapk interacting protein kinase 1 and 2 ) directly phosphorylate eif4e [ xref_bibr , xref_bibr ] .']",1,1,40,1,41
"512",898,"snail","protein family","ipr029795","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['transcription']","['pmc3355968']","['furthermore , erk upregulates snail gene transcription though activation of ap-1 transcription factor .']",1,1,40,1,41
"513",712,"paxillin","protein","p49023","nan","cellosaurus:cvcl_4461","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc4102778']","['in other scenarios , erk can collaborate with gsk-3 in the phosphorylation of paxillin and regulate cytoskeletal rearrangement [ xref_bibr ] .']",1,1,40,1,41
"514",749,"pka","protein family|protein complex","pka","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc3709701']","['protein-serine and threonine kinases as well as tyrosine kinases contain one or two phosphorylation sites in their own activation segment , most of which are autophosphorylation sites ( e.g. , pka , src ) and/or kinase activating phosphorylation sites ( in some cases , they are phosphorylated by other kinases , e.g. , egfr , erk and mapk ) [ xref_bibr , xref_bibr ] . ++++ protein-serine and threonine kinases as well as tyrosine kinases contain one or two phosphorylation sites in their own activation segment , most of which are autophosphorylation sites ( e.g. , pka , src ) and/or kinase activating phosphorylation sites ( in some cases , they are phosphorylated by other kinases , e.g. , egfr , erk and mapk ) [ xref_bibr , xref_bibr ] .']",1,1,40,1,41
"515",747,"pin1","protein","q13526","nan","cellosaurus:cvcl_1723","erk","protein family|protein complex","erk","nan","nan","positive","i","['phosphorylation']","['pmc4423074']","['together , these data strongly suggest that erk kinase promotes fbw7 ubiquitination in a t205 phosphorylation- and pin1 dependent manner .']",1,1,40,1,41
"516",582,"notch","protein family","pf00066","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['transcription']","['pmc3877363']","['the mek and erk pathway promoting expression of notch target genes thereby influencing notch signal strength .']",1,1,40,1,41
"517",587,"notch","protein family","pf00066","go:0005634","cellosaurus:cvcl_0428 ++++ cellosaurus:cvcl_f577","erk","protein family|protein complex","erk","nucleus","go:0005634","positive","i","['none']","['pmc3877363']","['activation of the mek and erk pathway promotes notch signalling . ++++ however , further studies are required to delineate the precise mechanisms by which the mek and erk pathway promotes notch signalling . ++++ the mek and erk pathway promotes notch signalling in pancreatic cancer cells .']",1,1,40,1,41
"518",578,"nic1","protein","o82752","go:0005634","nan","erk","protein family|protein complex","erk","nucleus","go:0005634","positive","i","['none']","['pmc3877363']","['therefore , to begin delineating the mechanisms that account for the positive impact of the mek and erk pathway on notch signalling , we investigated whether activation of the mek and erk pathway could promote the association of nic1 with either csl or maml1 .']",1,1,40,1,41
"519",904,"sos","protein family|protein complex","sos","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc3660063']","['erk also phosphorylates sos at multiples sites leading to the dissociation of sos from grb2 and preventing ras activation [ xref_bibr , xref_bibr ] .']",1,1,40,1,41
"520",823,"rhoa","protein","p61586","go:0001725","nan","erk","protein family|protein complex","erk","other","go:0001725","positive","i","['none']","['pmc4729484']","['we propose that by phosphorylating both rhoa and rac1 , erk is able to increase rhoa activity and decrease rac1 activity . ++++ tnf-alpha-induced rhoa activation is mediated by erk stimulation of gef-h1 [ xref_bibr ] .']",1,1,40,1,41
"521",826,"rhoa","protein","p61586:[genericmutant]","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['phosphorylation']","['pmc4729484']","['as shown in xref_fig , inhibition of erk by u0126 blocked egf induced phosphorylation of wild type and mutant rhoa , which suggested that egf induced rhoa phosphorylation of both 88 s and 100 t is most likely mediated by erk .']",1,1,40,1,41
"522",842,"runx2","protein","q13950","nan","cellosaurus:cvcl_0598","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc4513933']","['the phosphorylation of runx2 by akt , erk and p38 and the effect of these phosphorylation events on runx2 activity have to be contextualized in tumor cells exhibiting continuous cross-talk between the ras and mapk and pi3k and akt pathways [ xref_bibr ] .']",1,1,40,1,41
"523",311,"elk-1","protein","p19419","go:0015629","nan","erk","protein family|protein complex","erk","other","go:0015629","positive","i","['phosphorylation']","['pmc2169466']","['treatment of 22w raf expressing cells with ccd significantly reduced erk phosphorylation of elk-1 in adherent cells ( xref_fig a , top ) .']",1,1,40,1,41
"524",271,"creb","protein family|protein complex","creb","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['none']","['pmc4294377']","['consistent with our finding that mek and erk signaling also enhances activation of creb , a recent study has demonstrated by analysis of biopsies from braf v600e melanoma patients that activation of creb was supressed by inhibition of mutant braf or mek but restored in relapsing melanomas [ xref_bibr ] .']",1,1,40,1,41
"525",208,"cdc42","protein","p60953","go:0001725","nan","erk","protein family|protein complex","erk","other","go:0001725","positive","d","['phosphorylation']","['pmc4729484']","['in the present study , we have investigated whether rhoa and cdc42 can be phosphorylated by erk . ++++ in the present study , we examined whether erk also phosphorylates rhoa and cdc42 . ++++ we also showed that cdc42 is only marginally phosphorylated by active erk ( xref_fig ) .']",1,1,40,1,41
"526",332,"ets","protein family","pf00178","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc3660063']","['some of the events induced by erk phosphorylation are rapid , such as post-trasnlational modification , while other events require gene transcription and translation ( e.g. , erk phosphorylation of ets which induces transcription of dusps ) .']",1,1,40,1,41
"527",116,"beta-catenin","protein","p35222","nan","cellosaurus:cvcl_4461","erk","protein family|protein complex","erk","nan","nan","positive","i","['none']","['pmc3355968']","['in addition to akt , we also demonstrated that erk upregulates beta-catenin via inhibition of gsk3beta .']",1,1,40,1,41
"528",173,"calpain","protein family|protein complex","capn","go:0005925","nan","erk","protein family|protein complex","erk","other","go:0005925","positive","d","['phosphorylation']","['pmc3378628']","['for instance , erk can directly phosphorylate and activate the m-isoform of the calcium dependent protease calpain ( calpain2 ) , and this is crucial for the proteolysis and turnover of several adhesion components including focal adhesion kinase ( fak ) .']",1,1,40,1,41
"529",466,"lrp6","protein","o75581","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc4687460']","['one could speculate that phosphorylation of lrp6 by erk triggers a signaling cascade controlling beta-catenin nuclear localization and activity , independently of axin or the degradation complex . ++++ to confirm that lrp6 protein was directly phosphorylated by erk1/2 , we used the new specific inhibitor of erk1/2 , sch772984 . ++++ moreover , lrp6 phosphorylation by erk1/2 may provide a unique point of convergence between kras and mapk and wnt and beta-catenin signalings during oncogenesis .']",1,1,40,1,41
"530",415,"hes1","protein","p30042","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['transcription']","['pmc3877363']","[""most interestingly , we found that activation of the mek and erk pathway promotes hes1 expression through notch dependent mechanisms . ++++ most interestingly , we found that activation of the mek and erk pathway promotes hes1 expression . ++++ the main novelty of our research is the demonstration that the mek and erk pathway promotes the expression of the notch 's target hes1 .""]",1,1,40,1,41
"531",477,"mcl-1","protein","q07820","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['transcription']","['pmc3355968']","['akt and erk have been shown to upregulate mcl-1 transcription .']",1,1,40,1,41
"532",409,"gst-rhoa","protein","p61586:[substitutionmutant]","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc4729484']","['however , the double rhoa mutants , including both the alanine mutant that are unable to be phosphorylated by erk ( gst-rhoa s88a and t100a ) and phosphomimetic rhoa mutant ( gst-rhoa s88e and t100e ) , bind to erk at a much lower level than the wild type rhoa ( xref_fig ) .']",1,1,40,1,41
"533",371,"gef-h1","protein","q92974","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","d","['phosphorylation']","['pmc4729484']","['in contrast , another study has suggested that the phosphorylation of gef-h1 by erk inhibits gef-h1 activity , which decreases rhoa activation [ xref_bibr ] .']",1,1,40,1,41
"534",482,"mcl-1 protein","protein","q07820","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['none']","['pmc3355968']","['in addition , both pi3k and akt and mek and erk pathways have also been shown to enhance mcl-1 protein stability .']",1,1,40,1,41
"535",372,"gef-h1","protein","q92974","nan","nan","erk","protein family|protein complex","erk","nan","nan","positive","i","['none']","['pmc4729484']","['tnf-alpha-induced rhoa activation is mediated by erk stimulation of gef-h1 [ xref_bibr ] .']",1,1,40,1,41
"536",819,"rhoa","protein","p61586","nan","nan","erk1","protein","p27361","nan","nan","positive","d","['phosphorylation']","['pmc4729484']","['using affinity purified recombinant his tagged fusion proteins , we showed by in vitro erk kinase assay that rhoa , rac1 , and cdc42 were all phosphorylated by the activated erk1 .']",1,1,40,1,41
"537",577,"nic1","protein","o82752","nan","nan","erk1","protein","p27361","nan","nan","positive","d","['phosphorylation']","['pmc3877363']","['interestingly , an active erk1 was able to phosphorylate nic1 in in vitro kinase assays ( xref_fig ) .']",1,1,40,1,41
"538",207,"cdc42","protein","p60953","nan","nan","erk1","protein","p27361","nan","nan","positive","d","['phosphorylation']","['pmc4729484']","['using affinity purified recombinant his tagged fusion proteins , we showed by in vitro erk kinase assay that rhoa , rac1 , and cdc42 were all phosphorylated by the activated erk1 .']",1,1,40,1,41
"539",580,"nicd","protein","p46531","sl-0047","nan","gsk-3beta","protein","p49841","other","sl-0047","positive","d","['phosphorylation']","['pmc4102778']","['gsk-3beta phosphorylates the nicd .']",1,1,40,1,41
"540",272,"creb","protein family|protein complex","creb","nan","nan","gsk-3beta","protein","p49841","nan","nan","positive","d","['phosphorylation']","['pmc4102778']","['bcl-2 expression is inhibited by gsk-3beta phosphorylation of creb [ xref_bibr ] .']",1,1,40,1,41
"541",108,"bax","protein","q07812","nan","nan","gsk-3beta","protein","p49841","nan","nan","positive","d","['phosphorylation']","['pmc4102778']","['bax phosphorylation by gsk-3beta stimulated the mitochondrial localization of bax .']",1,1,40,1,41
"542",117,"beta-catenin","protein","p35222","nan","cellosaurus:cvcl_4461","gsk-3beta","protein","p49841","nan","nan","positive","i","['none']","['pmc4102778']","['in turn , inactivation of gsk-3beta promoted beta-catenin stabilization and signaling [ xref_bibr ] .']",1,1,40,1,41
"543",568,"nbr1","protein","q14596","nan","nan","gsk3","protein family|protein complex","gsk3","nan","nan","positive","d","['phosphorylation']","['pmc4091167']","['nbr1 is phosphorylated by gsk3 at threonine 586 .']",1,1,40,1,41
"544",509,"mitf","protein","o75030","nan","nan","gsk3","protein family|protein complex","gsk3","nan","nan","positive","i","['none']","['pmc3481126']","['xref_bibr , xref_bibr in addition , many of the genes induced following inhibition of pi 3-kinase were targeted by the e-box-binding transcription factors mitf and usf1 , which were activated as a result of phosphorylation by gsk3 .']",1,1,40,1,41
"545",567,"nbr1","protein","q14596","nan","nan","gsk3","protein family|protein complex","gsk3","nan","nan","positive","d","['phosphorylation']","['pmc4091167']","['to confirm and investigate the phosphorylation of nbr1 on thr586 by gsk3 in vivo , we generated an antibody against human nbr1 phosphorylated on thr586 ( phospho-nbr1 t586 ) . ++++ nbr1 phosphorylation by gsk3 at thr586 prevents intracellular pathological protein aggregation and selective autophagy of ubiquitinated proteins . ++++ nbr1 phosphorylation by gsk3 at thr586 prevents the aggregation of ubiquitinated proteins and their selective autophagic degradation . ++++ nbr1 phosphorylation by gsk3 at thr586 inhibits its adaptor function during the formation of pathological protein aggregates and the selective autophagy of ubiquitinated proteins . ++++ in conclusion , phosphorylation of nbr1 by gsk3 on thr586 modulates protein aggregation induced either by a drug or by a pathological mutant protein .']",1,1,40,1,41
"546",895,"smad4","protein","q13485:[genericmutant]","nan","cellosaurus:cvcl_0045","gsk3","protein family|protein complex","gsk3","nan","nan","positive","d","['phosphorylation']","['pmc4845174']","['25,26 to determine the level of gsk3 phosphorylation of smad4 mutant proteins , the western blot was also immunostained with an affinity purified phospho specific antibody raised against the 2 first smad4 linker gsk3 phosphorylation sites ( phospho-thr 273 and 269 , referred to as ps4gsk3 ab in xref_fig ) .']",1,1,40,1,41
